Post ID,Customer ID,Content,Intent,Sentiment Score,Platform,Sentiment
POST02484,CUST0245,"Just finished a 5k run, need new running shoes, any suggestions?",Investment Interest,0.5812920051,Instagram,neutral
POST02485,CUST0396,Can’t decide between a high-interest savings account or stocks. Help?,Digital Banking Experience,-0.06236910936,Twitter,positive
POST02486,CUST0881,"Just finished a 5k run, need new running shoes, any suggestions?",Budget Concerns,0.4103875564,Instagram,positive
POST02487,CUST0579,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Budget Concerns,-0.9249842677,Twitter,neutral
POST02488,CUST0125,Just got a cashback credit card. Time to maximize my rewards!,Tech Innovation,0.933824899,Twitter,positive
POST02489,CUST0010,Thinking of getting a personal loan to start a small business. Need advice!,Financial Literacy,0.7886669209,Instagram,negative
POST02490,CUST0513,Just got a cashback credit card. Time to maximize my rewards!,Bank Fee Concern,0.7865747257,Twitter,negative
POST02491,CUST0275,Just got a cashback credit card. Time to maximize my rewards!,Product Discovery,-0.4374974232,Twitter,neutral
POST02492,CUST0850,Finally paid off my student loan! Feels like a huge relief!,Crypto Curiosity,-0.4336655118,Instagram,neutral
POST02493,CUST0749,Just got my first salary! Thinking of the best way to save and invest.,Audience Engagement,-0.1947984896,Twitter,negative
POST02494,CUST0372,Finally paid off my student loan! Feels like a huge relief!,Digital Banking Experience,0.7603790856,Instagram,negative
POST02495,CUST0607,Eager to learn more about sustainable investing. Suggestions?,Debt Repayment Strategy,0.7172782733,Instagram,negative
POST02496,CUST0183,"Just finished a 5k run, need new running shoes, any suggestions?",Wealth Management,-0.4210800572,Twitter,negative
POST02497,CUST0689,Can’t decide between a high-interest savings account or stocks. Help?,Service Quality,0.08355233783,Facebook,positive
POST02498,CUST0183,Finally paid off my student loan! Feels like a huge relief!,Product Discovery,-0.04965970664,LinkedIn,negative
POST02499,CUST0214,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Shopping Recommendation,0.3013503701,LinkedIn,neutral
POST02500,CUST0836,Switched to a digital-only bank. Loving the seamless experience!,Sponsorship,-0.5722001806,LinkedIn,neutral
POST02501,CUST0809,I need a budget-friendly laptop for work. Any solid choices under $1000?,Audience Engagement,-0.8298987357,Instagram,negative
POST02502,CUST0183,"Just finished a 5k run, need new running shoes, any suggestions?",Shopping Recommendation,-0.9454897552,Twitter,positive
POST02503,CUST0970,Who else finds banking apps super confusing? UX needs serious work.,Complaint,-0.2371653707,Twitter,negative
POST02504,CUST0458,Who else finds banking apps super confusing? UX needs serious work.,Financial Literacy,0.8932236538,Facebook,negative
POST02505,CUST0719,Tried an AI financial planner. Super interesting insights on my spending!,Shopping Recommendation,0.3696286206,Instagram,neutral
POST02506,CUST0581,Saving up for my dream vacation. Any good tips to stay on track?,Investment Interest,0.4982603415,Facebook,neutral
POST02507,CUST0882,Looking for the best credit card with travel rewards. Any recommendations?,Tech Innovation,0.8903272531,Instagram,positive
POST02508,CUST0683,Saving up for my dream vacation. Any good tips to stay on track?,Crypto Curiosity,-0.1558969288,Twitter,positive
POST02509,CUST0493,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,-0.05126414667,Instagram,positive
POST02510,CUST0465,Just got a cashback credit card. Time to maximize my rewards!,Audience Engagement,-0.2809178014,Twitter,neutral
POST02511,CUST0082,Just got a cashback credit card. Time to maximize my rewards!,Service Quality,-0.6372546753,LinkedIn,positive
POST02512,CUST0313,Excited about the latest AI-powered budgeting app. Looks promising!,Loan Interest,0.5327878882,Twitter,negative
POST02513,CUST0816,Investing in crypto feels risky but exciting. What do you think?,Financial Planning,0.8133715859,Facebook,negative
POST02514,CUST0818,Investing in crypto feels risky but exciting. What do you think?,Financial Planning,0.6277511348,LinkedIn,neutral
POST02515,CUST0965,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Tech Enthusiasm,-0.9045596777,LinkedIn,negative
POST02516,CUST0904,Saving up for my dream vacation. Any good tips to stay on track?,Budget Concerns,-0.4017105129,Twitter,positive
POST02517,CUST0696,Switched to a digital-only bank. Loving the seamless experience!,Digital Banking Experience,0.1841711677,LinkedIn,negative
POST02518,CUST0622,Who else finds banking apps super confusing? UX needs serious work.,Financial Literacy,-0.3456298163,LinkedIn,positive
POST02519,CUST0987,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Crypto Curiosity,-0.6997622372,Facebook,positive
POST02520,CUST0217,Saving up for my dream vacation. Any good tips to stay on track?,Debt Repayment Strategy,0.07672619492,LinkedIn,positive
POST02521,CUST0116,Looking for the best credit card with travel rewards. Any recommendations?,Cashback Rewards,0.04298434524,Instagram,negative
POST02522,CUST0410,Looking for the best credit card with travel rewards. Any recommendations?,Cashback Rewards,0.4197885984,Instagram,neutral
POST02523,CUST0621,Finally paid off my student loan! Feels like a huge relief!,Cashback Rewards,0.999734401,LinkedIn,positive
POST02524,CUST0279,Which banks offer the best customer service? Tired of waiting on calls.,Complaint,0.2964768641,Twitter,negative
POST02525,CUST0553,Who else finds banking apps super confusing? UX needs serious work.,Savings Planning,-0.3662288942,Facebook,neutral
POST02526,CUST0087,Just got a cashback credit card. Time to maximize my rewards!,Service Quality,0.9127623145,Facebook,negative
POST02527,CUST0093,Finally paid off my student loan! Feels like a huge relief!,Product Discovery,0.1426009523,LinkedIn,neutral
POST02528,CUST0225,Looking for the best credit card with travel rewards. Any recommendations?,Sponsorship,0.2914722259,Twitter,negative
POST02529,CUST0315,Saving up for my dream vacation. Any good tips to stay on track?,Audience Engagement,-0.2848780456,Facebook,positive
POST02530,CUST0255,Thinking of getting a personal loan to start a small business. Need advice!,Cashback Rewards,-0.09632723364,Instagram,negative
POST02531,CUST0274,Just got my first salary! Thinking of the best way to save and invest.,Shopping Recommendation,-0.1627381119,LinkedIn,neutral
POST02532,CUST0327,Investing in crypto feels risky but exciting. What do you think?,Sponsorship,0.8724315312,LinkedIn,positive
POST02533,CUST0224,Eager to learn more about sustainable investing. Suggestions?,Investment Interest,0.6191802685,LinkedIn,positive
POST02534,CUST0711,Finally paid off my student loan! Feels like a huge relief!,Savings Planning,-0.8185918708,Facebook,negative
POST02535,CUST0892,Can’t decide between a high-interest savings account or stocks. Help?,Bank Fee Concern,-0.3722672609,LinkedIn,positive
POST02536,CUST0136,I need a budget-friendly laptop for work. Any solid choices under $1000?,Sponsorship,-0.8886229196,Instagram,neutral
POST02537,CUST0626,Finally paid off my student loan! Feels like a huge relief!,Audience Engagement,0.03351870562,Facebook,positive
POST02538,CUST0442,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,-0.4411514185,Instagram,neutral
POST02539,CUST0981,Investing in crypto feels risky but exciting. What do you think?,Wealth Management,-0.8531996121,Twitter,neutral
POST02540,CUST0362,Thinking of getting a personal loan to start a small business. Need advice!,Complaint,0.5440182007,Instagram,neutral
POST02541,CUST0273,Switched to a digital-only bank. Loving the seamless experience!,Wealth Management,-0.8177435525,LinkedIn,positive
POST02542,CUST0819,Thinking of getting a personal loan to start a small business. Need advice!,Tech Innovation,-0.4568723,LinkedIn,positive
POST02543,CUST0417,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Service Quality,0.5432744572,Instagram,negative
POST02544,CUST0798,Just got a cashback credit card. Time to maximize my rewards!,Tech Enthusiasm,0.02314379794,Instagram,neutral
POST02545,CUST0578,Eager to learn more about sustainable investing. Suggestions?,Wealth Management,0.6342317314,Twitter,neutral
POST02546,CUST0188,Eager to learn more about sustainable investing. Suggestions?,Wealth Management,-0.1710374827,LinkedIn,negative
POST02547,CUST0686,Can’t decide between a high-interest savings account or stocks. Help?,Debt Repayment Strategy,0.6297244293,Twitter,negative
POST02548,CUST0996,Switched to a digital-only bank. Loving the seamless experience!,Tech Innovation,0.07632739505,Facebook,neutral
POST02549,CUST0278,Investing in crypto feels risky but exciting. What do you think?,Product Discovery,-0.824092285,Twitter,neutral
POST02550,CUST0032,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Savings Planning,-0.05701900809,Instagram,negative
POST02551,CUST0409,I need a budget-friendly laptop for work. Any solid choices under $1000?,Tech Enthusiasm,0.107087239,LinkedIn,positive
POST02552,CUST0753,Who else finds banking apps super confusing? UX needs serious work.,Financial Literacy,0.2242033547,LinkedIn,negative
POST02553,CUST0136,Switched to a digital-only bank. Loving the seamless experience!,Savings Planning,0.8557665697,Instagram,neutral
POST02554,CUST0993,Just got my first salary! Thinking of the best way to save and invest.,Tech Enthusiasm,-0.6328854889,LinkedIn,neutral
POST02555,CUST0063,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Digital Banking Experience,0.212055979,Twitter,positive
POST02556,CUST0541,Finally paid off my student loan! Feels like a huge relief!,Savings Planning,0.5040448582,LinkedIn,neutral
POST02557,CUST0209,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,0.7799099777,Facebook,neutral
POST02558,CUST0040,Tried an AI financial planner. Super interesting insights on my spending!,Shopping Recommendation,0.05061218584,Instagram,negative
POST02559,CUST0685,Switched to a digital-only bank. Loving the seamless experience!,Product Discovery,-0.5720989365,Instagram,positive
POST02560,CUST0514,Who else finds banking apps super confusing? UX needs serious work.,Bank Fee Concern,0.6353642677,Instagram,negative
POST02561,CUST0768,Just got a cashback credit card. Time to maximize my rewards!,Debt Repayment Strategy,0.8100957594,Facebook,positive
POST02562,CUST0817,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Innovation,-0.7872637899,LinkedIn,neutral
POST02563,CUST0999,Just got my first salary! Thinking of the best way to save and invest.,Shopping Recommendation,-0.5405663273,Twitter,negative
POST02564,CUST0240,Investing in crypto feels risky but exciting. What do you think?,Crypto Curiosity,0.742926523,Instagram,negative
POST02565,CUST0753,Wondering if robo-advisors really beat traditional financial planners.,Financial Literacy,-0.03116886774,Instagram,negative
POST02566,CUST0543,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Wealth Management,-0.6617991454,LinkedIn,positive
POST02567,CUST0580,Struggling with credit card debt. Need a solid repayment strategy!,Crypto Curiosity,0.2905891936,Twitter,neutral
POST02568,CUST0234,Investing in crypto feels risky but exciting. What do you think?,Savings Planning,-0.08342215008,Facebook,neutral
POST02569,CUST0346,Excited about the latest AI-powered budgeting app. Looks promising!,Product Discovery,0.9359187889,Twitter,positive
POST02570,CUST0393,Looking for the best credit card with travel rewards. Any recommendations?,Shopping Recommendation,-0.5545716847,Twitter,negative
POST02571,CUST0991,I need a budget-friendly laptop for work. Any solid choices under $1000?,Cashback Rewards,-0.2756762629,Facebook,neutral
POST02572,CUST0010,Eager to learn more about sustainable investing. Suggestions?,Complaint,-0.6676975841,Twitter,neutral
POST02573,CUST0051,Looking for the best credit card with travel rewards. Any recommendations?,Wealth Management,-0.9005349176,Facebook,negative
POST02574,CUST0710,Just got my first salary! Thinking of the best way to save and invest.,Savings Planning,-0.4521933468,Twitter,positive
POST02575,CUST0172,Tried an AI financial planner. Super interesting insights on my spending!,Loan Interest,0.6396558808,LinkedIn,neutral
POST02576,CUST0026,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Investment Interest,-0.465534063,Facebook,negative
POST02577,CUST0203,Eager to learn more about sustainable investing. Suggestions?,Tech Innovation,0.3926861239,LinkedIn,negative
POST02578,CUST0335,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Financial Literacy,0.0520469051,Twitter,negative
